ensid	gene	unt_1	unt_2	unt_3	unt_4	vitc_1	vitc_2	vitc_3	vitc_4	exp1	exp2	exp3	exp4
ENSMUSG00000034339	GM5689	0	0	0	0	0	0	0	0	n.s	n.s	n.s	n.s
ENSMUSG00000034341	WBP2	70.904	67.537	66.1394	29.2692	74.759	67.264	64.1327	31.2344	n.s	n.s	n.s	n.s
ENSMUSG00000034342	CBL	28.07	24.589	32.4972	79.8697	22.312	20.344	29.4029	82.0096	n.s	n.s	n.s	n.s
ENSMUSG00000034343	UBE2F	10.889	15.886	16.4738	13.3399	11.271	15.507	15.5285	12.6376	n.s	n.s	n.s	n.s
ENSMUSG00000034345	GTF2H5	11.595	14.918	10.6913	6.94607	12.578	15.641	10.6175	7.18092	n.s	n.s	n.s	n.s
ENSMUSG00000034349	SMC4	50.467	46.634	52.406	58.5158	39.527	49.697	55.9656	66.4859	n.s	n.s	n.s	n.s
ENSMUSG00000034353	RAMP1	39.342	53.583	32.4246	18.2049	21.384	65.392	35.3925	19.7519	n.s	n.s	n.s	n.s
ENSMUSG00000034354	MTMR3	51.711	44.898	38.7591	55.6817	35.65	42.638	47.1023	64.6764	n.s	n.s	n.s	n.s
ENSMUSG00000034359	SKINT2	0	0	0	0	0	0	0	0	n.s	n.s	n.s	n.s
ENSMUSG00000034361	CPNE2	11.506	9.218	38.5325	27.371	23.9	22.067	46.8884	35.2553	up	up	n.s	up
ENSMUSG00000034362	CSTA	0	0	0	0	0	0	0	0	n.s	n.s	n.s	n.s
ENSMUSG00000034371	DAK	17.703	10.844	13.3836	12.7337	13.768	11.534	13.1547	10.6837	n.s	n.s	n.s	n.s
ENSMUSG00000034377	TULP4	1.086	1.701	0.85455	1.64178	1.223	1.379	0.961203	2.01547	n.s	dn	n.s	n.s
ENSMUSG00000034379	WDR5B	5.205	6.514	2.36186	3.58717	2.758	5.125	2.32587	3.50123	n.s	n.s	n.s	n.s
ENSMUSG00000034382	AI661453	0	0	0.264272	0.229682	0	0	0.454026	0.159808	n.s	n.s	n.s	n.s
ENSMUSG00000034384	BARHL2	0	0	0	0	0	0	0	0	n.s	n.s	n.s	n.s
ENSMUSG00000034387	D630042P16RIK	0	0	0	0	0	0	0	0	n.s	n.s	n.s	n.s
ENSMUSG00000034390	CMIP	55.725	46.234	72.9263	66.8595	63.435	50.461	73.5956	72.0638	n.s	n.s	n.s	n.s
ENSMUSG00000034391	FBXO15	0.067	0.035	0.0657197	0	0	0.032	0.0211715	0.0316433	n.s	n.s	n.s	n.s
ENSMUSG00000034394	LIF	6.227	5.476	3.33899	3.33379	47.403	13.251	5.44746	6.30877	up	up	up	up
ENSMUSG00000034401	SPATA6	2.876	3.347	2.54823	2.95985	4.924	3.534	3.16673	3.71101	n.s	n.s	n.s	n.s
ENSMUSG00000034402	KCNH5	0	0.009	0	0	0	0.007	0.00749163	0	n.s	n.s	n.s	n.s
ENSMUSG00000034403	PJA1	16.648	12.082	12.7295	9.3569	15.797	13.118	11.2406	8.37032	n.s	n.s	n.s	n.s
ENSMUSG00000034412	TBC1D10A	9.767	8.964	7.69128	6.75331	11.139	9.788	7.6658	6.38682	n.s	n.s	n.s	n.s
ENSMUSG00000034413	NEURL1B	2.435	4.969	1.68504	5.9332	0.615	3.448	0.910803	2.84102	n.s	n.s	n.s	dn
ENSMUSG00000034416	PKD1L2	0.782	0.479	0.180702	0.164164	0.75	0.338	0.176069	0.168618	n.s	n.s	n.s	n.s
ENSMUSG00000034422	PARP14	4.272	4.114	6.59264	9.49117	2.993	4.522	5.99349	9.06561	n.s	n.s	n.s	n.s
ENSMUSG00000034424	GCSH	37.111	42.86	40.5262	27.339	33.78	44.785	37.0062	23.722	n.s	n.s	n.s	n.s
ENSMUSG00000034427	MYO15B	0.961	0.808	0.829859	0.900491	0.472	0.549	0.647593	0.72548	n.s	n.s	n.s	n.s
ENSMUSG00000034429	ZFP707	8.459	9.456	3.76012	3.45823	6.338	7.626	4.45412	3.03542	n.s	n.s	n.s	n.s
ENSMUSG00000034430	ZXDC	6.404	4.111	4.70863	7.17908	6.714	4.519	4.61487	6.75373	n.s	n.s	n.s	n.s
ENSMUSG00000034432	COPS8	33.969	35.526	39.2067	27.3013	38.514	37.474	42.8582	31.1703	n.s	n.s	n.s	n.s
ENSMUSG00000034435	TMEM30B	0	0	0.00719372	0	0	0	0	0	n.s	n.s	n.s	n.s
ENSMUSG00000034438	GBP8	0.014	0.027	0.0985101	0.0503691	0.009	0.029	0.0842966	0.0444515	n.s	n.s	n.s	n.s
ENSMUSG00000034442	TRMT5	14.475	13.176	14.6768	15.9317	12.552	15.498	14.8574	14.5948	n.s	n.s	n.s	n.s
ENSMUSG00000034445	CYBASC3	23.599	25.181	21.5157	21.4007	28.782	25.617	23.4456	22.5334	n.s	n.s	n.s	n.s
ENSMUSG00000034449	DHRS11	20.291	30.958	26.0577	19.4793	19.799	25.474	24.194	18.2998	n.s	n.s	n.s	n.s
ENSMUSG00000034450	GULO	0	0	0	0	0	0	0	0	n.s	n.s	n.s	n.s
ENSMUSG00000034452	SLC24A1	0	0	0	0	0	0	0	0	n.s	n.s	n.s	n.s
ENSMUSG00000034453	POLR3B	19.024	12.369	16.2292	19.7408	14.618	12.849	15.364	19.5547	n.s	n.s	n.s	n.s
ENSMUSG00000034456	UROC1	0	0	0	0	0	0	0.0051481	0	n.s	n.s	n.s	n.s
ENSMUSG00000034457	EDA2R	0.502	0.309	0.745098	1.19686	0.703	0.262	0.633156	1.14238	n.s	n.s	n.s	n.s
ENSMUSG00000034459	IFIT1	0.062	0.08	0.660825	0.517834	0.032	0.034	0.497818	0.279301	n.s	n.s	n.s	n.s
ENSMUSG00000034460	SIX4	3.475	5.259	2.12075	3.55031	2.184	6.119	3.42188	5.34817	n.s	n.s	n.s	n.s
ENSMUSG00000034462	PKD2	2.278	3.736	2.2092	2.77934	1.508	3.025	1.67259	2.14389	n.s	n.s	n.s	n.s
ENSMUSG00000034463	SCARA3	0	0	0	0	0	0	0	0	n.s	n.s	n.s	n.s
ENSMUSG00000034467	DYNLRB2	0	0	0	0	0	0	0	0	n.s	n.s	n.s	n.s
ENSMUSG00000034471	CASKIN2	5.845	5.419	5.50682	4.36294	4.64	6.289	5.27732	4.20863	n.s	n.s	n.s	n.s
ENSMUSG00000034472	RASD2	0	0.022	0.169739	0.108579	0	0.014	0.0765696	0.0137665	n.s	n.s	n.s	n.s
ENSMUSG00000034473	SEC22A	3.47	5.906	2.72009	3.00968	3.224	6.251	3.02141	3.40283	n.s	n.s	n.s	n.s
ENSMUSG00000034480	DIAP2	12.047	10.532	16.2498	28.3838	15.814	9.215	16.7912	29.9894	n.s	n.s	n.s	n.s
ENSMUSG00000034482	LY6G5C	0	0	0	0	0	0	0	0	n.s	n.s	n.s	n.s
ENSMUSG00000034484	SNX2	99.33	140.029	110.743	106.728	126.378	137.795	104.582	99.1813	n.s	n.s	n.s	n.s
ENSMUSG00000034485	UACA	0	0	1.21508	0.71973	0	0	1.51165	1.19226	n.s	n.s	n.s	n.s
ENSMUSG00000034486	GBX2	0.59	0.399	1.01218	0.76208	0.467	0.432	0.744323	0.582141	n.s	n.s	n.s	n.s
ENSMUSG00000034487	KDELC2	6.916	6.008	4.94968	5.08446	10.246	5.35	4.62336	4.61781	n.s	n.s	n.s	n.s
ENSMUSG00000034488	EDIL3	0	0	0.0189886	0.042359	0.002	0	0.0399507	0.0923019	n.s	n.s	n.s	n.s
ENSMUSG00000034493	4930556J24RIK	0	0.014	0	0	0.008	0	0	0	n.s	n.s	n.s	n.s
ENSMUSG00000034501	PCNXL4	3.396	3.954	2.32886	1.90628	4.327	3.883	2.37762	2.51671	n.s	n.s	n.s	n.s
ENSMUSG00000034509	MAD2L1BP	17.175	16.254	14.4643	9.36373	23.774	18.711	18.6722	10.7908	n.s	n.s	n.s	n.s
ENSMUSG00000034518	HMGXB4	10.965	9.892	12.4261	12.4637	10.426	10.365	12.6735	12.0882	n.s	n.s	n.s	n.s
ENSMUSG00000034520	GJC1	0	0	0.00471913	0	0	0	0	0	n.s	n.s	n.s	n.s
ENSMUSG00000034522	ZFP395	27.18	26.703	14.8177	11.1383	26.056	24.022	11.8053	10.759	n.s	n.s	n.s	n.s
ENSMUSG00000034525	BC018507	22.862	20.782	19.2635	29.416	17.895	17.142	17.133	25.684	n.s	n.s	n.s	n.s
ENSMUSG00000034528	HSD17B13	0.025	0	0	0	0.02	0.014	0	0	n.s	n.s	n.s	n.s
ENSMUSG00000034532	FBXO16	0	0	0.19034	0.014509	0	0	0.123874	0.0707345	n.s	n.s	n.s	n.s
ENSMUSG00000034533	SCN10A	0	0	0	0	0	0	0	0	n.s	n.s	n.s	n.s
ENSMUSG00000034538	ZFP418	1.974	1.396	1.48036	2.2433	1.511	1.526	1.8036	2.14275	n.s	n.s	n.s	n.s
ENSMUSG00000034543	MORC2A	28.266	29.152	30.5479	36.2619	20.221	21.287	24.9207	29.0984	n.s	n.s	n.s	n.s
ENSMUSG00000034544	RSRC1	5.62	5.129	6.41104	8.24779	4.28	4.84	6.26525	7.48382	n.s	n.s	n.s	n.s
ENSMUSG00000034551	HDX	0.851	1.074	0.261043	0.580744	0.733	0.838	0.113006	0.32282	n.s	n.s	n.s	n.s
ENSMUSG00000034552	ZSWIM2	0.012	0	0	0	0	0	0	0	n.s	n.s	n.s	n.s
ENSMUSG00000034555	TEX16	0	0	0	0	0	0	0	0	n.s	n.s	n.s	n.s
ENSMUSG00000034557	ZFYVE9	0	0	0.0146213	0.0333689	0	0	0.0141307	0.0258133	n.s	n.s	n.s	n.s
ENSMUSG00000034560	A230046K03RIK	11.295	16.158	17.572	26.1914	11.851	14.399	18.1618	28.06	n.s	n.s	n.s	n.s
ENSMUSG00000034563	CCPG1	19.367	19.627	15.0977	10.004	24.811	24.338	20.6348	13.1109	n.s	n.s	up	n.s
ENSMUSG00000034566	ATP5H	87.224	98.221	53.3277	42.4839	61.215	107.2	49.315	38.0681	n.s	n.s	n.s	n.s
ENSMUSG00000034570	INPP5J	10.229	9.839	7.71126	4.28189	7.397	10.203	6.69943	4.53502	n.s	n.s	n.s	n.s
ENSMUSG00000034573	PTPN13	0.003	0.004	0.0256628	0.0617435	0.01	0.079	0.441459	0.55417	n.s	n.s	up	up
ENSMUSG00000034574	DAAM1	4.325	5.32	6.48053	10.3929	5.368	5.003	7.59908	11.1096	n.s	n.s	n.s	n.s
ENSMUSG00000034575	PAPD7	10.838	9.396	15.349	15.9199	11.276	10.688	13.9226	14.7384	n.s	n.s	n.s	n.s
ENSMUSG00000034579	PLA2G3	0.026	0.035	0.00502764	0.0183586	0.002	0.035	0.0259144	0.0465529	n.s	n.s	n.s	n.s
ENSMUSG00000034583	OLFR1347	0	0	0	0	0	0	0	0	n.s	n.s	n.s	n.s
ENSMUSG00000034584	EXPH5	0	0	0	0	0.001	0	0.00289224	0	n.s	n.s	n.s	n.s
ENSMUSG00000034586	HID1	0.505	1.213	0.0513815	0.0654797	0.473	0.59	0.0330167	0.0475761	n.s	n.s	n.s	n.s
ENSMUSG00000034591	SLC41A2	1.011	2.486	1.04429	1.47716	2.429	2.686	2.26719	2.55016	n.s	n.s	up	n.s
ENSMUSG00000034593	MYO5A	14.591	14.565	20.4033	30.3977	14.296	14.89	22.6389	34.2057	n.s	dn	n.s	n.s
ENSMUSG00000034595	PPP1R18	28.837	36.571	42.0326	20.4664	47.62	37.554	45.171	21.245	n.s	n.s	n.s	n.s
ENSMUSG00000034601	2700049A03RIK	7.661	5.015	7.84176	11.7402	6.383	5.188	7.10751	11.0681	n.s	n.s	n.s	n.s
ENSMUSG00000034602	MON2	13.992	14.015	14.979	21.5897	14.039	13.227	15.41	22.459	n.s	n.s	n.s	n.s
ENSMUSG00000034607	POF1B	0	0	0	0	0	0	0	0	n.s	n.s	n.s	n.s
ENSMUSG00000034610	ZCCHC11	5.596	6.161	8.88124	12.6523	0.747	5.682	7.1744	9.93436	dn	n.s	n.s	n.s
ENSMUSG00000034612	CHST11	20.651	22	26.0231	30.1203	28.245	42.791	35.0308	42.728	n.s	up	up	up
ENSMUSG00000034613	PPM1H	0.691	1.313	5.78969	10.2004	0.324	1.334	7.97203	13.897	n.s	n.s	n.s	n.s
ENSMUSG00000034614	PIK3IP1	29.326	27.142	12.0236	11.2935	21.131	21.733	9.256	8.72921	n.s	n.s	n.s	n.s
ENSMUSG00000034616	SSH3	22.752	33.303	15.6899	11.9623	26.611	32.248	15.5323	13.0601	n.s	n.s	n.s	n.s
ENSMUSG00000034617	MTRR	8.336	8.298	9.54223	10.7994	8.418	8.024	9.90928	10.723	n.s	n.s	n.s	n.s
ENSMUSG00000034620	TMEM5	4.387	4.388	4.35403	3.58888	4.52	5.229	3.92308	3.65486	n.s	n.s	n.s	n.s
ENSMUSG00000034621	GPATCH8	17.1	13.51	18.3507	16.3156	13.625	12.569	15.9517	15.435	n.s	n.s	n.s	n.s
ENSMUSG00000034623	PRSS55	0	0	0	0	0	0	0	0	n.s	n.s	n.s	n.s
ENSMUSG00000034634	LY6D	0	0	0	0	0	0	0	0	n.s	n.s	n.s	n.s
ENSMUSG00000034636	ZYG11B	9.136	7.772	12.2886	19.5989	8.485	8.06	12.361	20.2934	n.s	n.s	n.s	n.s
ENSMUSG00000034639	SETMAR	5.934	5.797	3.21557	2.97353	5.163	5.42	2.66267	2.53499	n.s	n.s	n.s	n.s
ENSMUSG00000034640	TIPARP	9.375	13.155	8.80058	12.7973	13.435	12.866	8.74049	12.6687	n.s	n.s	n.s	n.s
ENSMUSG00000034641	CD300LD	2.308	3.331	4.78801	4.23562	2.932	9.432	7.59035	6.27454	n.s	up	up	up
ENSMUSG00000034645	ZYG11A	0	0	0	0.00237912	0	0	0	0	n.s	n.s	n.s	n.s
ENSMUSG00000034647	ANKRD12	8.296	14.63	9.00404	12.9542	11.586	11.872	9.60882	14.8111	n.s	n.s	n.s	n.s
ENSMUSG00000034648	LRRN1	0	0	0.00628589	0	0.006	0	0	0	n.s	n.s	n.s	n.s
ENSMUSG00000034652	CD300A	20.327	27.547	19.6676	14.8251	26.858	29.094	20.4885	16.4596	n.s	n.s	n.s	n.s
ENSMUSG00000034653	YTHDC2	4.28	5.772	5.74379	9.30597	4.242	6.068	6.73113	10.0668	n.s	n.s	n.s	n.s
ENSMUSG00000034656	CACNA1A	0.293	0.373	0.304362	0.267011	0.221	0.245	0.27123	0.179694	n.s	n.s	n.s	n.s
ENSMUSG00000034659	TMEM109	14.798	8.047	15.8961	10.8493	22.673	10.342	14.0653	9.54127	n.s	n.s	n.s	n.s
ENSMUSG00000034660	GALP	0	0	0	0	0	0	0	0	n.s	n.s	n.s	n.s
ENSMUSG00000034663	BMP2K	64.542	65.083	39.5452	74.1278	75.016	51.546	27.7011	55.1361	n.s	n.s	dn	dn
ENSMUSG00000034664	ITGA2B	148.303	162.8	37.2077	35.8221	137.188	107.443	27.8073	26.9652	n.s	n.s	dn	dn
ENSMUSG00000034667	XPOT	42.584	32.66	50.018	58.5089	41.274	34.679	46.1993	53.6772	n.s	n.s	n.s	n.s
ENSMUSG00000034673	PBX2	33.184	28.376	31.7466	26.9775	36.04	27.986	32.1713	28.5749	n.s	n.s	n.s	n.s
ENSMUSG00000034674	TDG	6.014	6.092	4.35157	6.14333	6.418	7	4.04813	5.44554	n.s	n.s	n.s	n.s
ENSMUSG00000034675	DBN1	0.362	0.291	0.596783	0.290429	0.659	0.322	0.466889	0.249575	n.s	n.s	n.s	n.s
ENSMUSG00000034677	GPR142	0	0	0	0	0	0	0	0	n.s	n.s	n.s	n.s
ENSMUSG00000034681	RNPS1	81.474	59.109	72.5803	44.2184	91.785	68.409	71.1931	42.2131	n.s	n.s	n.s	n.s
ENSMUSG00000034683	PPP1R1C	0.005	0.012	0	0.00295955	0.004	0.008	0	0	n.s	n.s	n.s	n.s
ENSMUSG00000034684	SEMA3F	0	0.021	0.040405	0.0470061	0	0	0.00896655	0	n.s	n.s	n.s	n.s
ENSMUSG00000034685	FAM171A2	0.666	0.596	1.1631	0.94716	0.269	0.56	0.846604	0.741277	n.s	n.s	n.s	n.s
ENSMUSG00000034686	PRR7	2.505	2.771	1.9573	1.29064	1.72	3.201	2.20019	1.65974	n.s	n.s	n.s	n.s
ENSMUSG00000034687	FRAS1	0	0	0	0.00271996	0.003	0	0.00191971	0	n.s	n.s	n.s	n.s
ENSMUSG00000034689	4921530L21RIK	0	0	0	0	0	0	0	0	n.s	n.s	n.s	n.s
ENSMUSG00000034690	NLRP4C	0	0	0	0	0	0	0	0	n.s	n.s	n.s	n.s
ENSMUSG00000034701	NEUROD1	0	0	0	0	0	0	0	0	n.s	n.s	n.s	n.s
ENSMUSG00000034706	DNAIC2	0.012	0	0.00258426	0	0.005	0.003	0.0133647	0.00478573	n.s	n.s	n.s	n.s
ENSMUSG00000034707	GNS	40.075	41.928	52.9628	46.9232	48.501	43.673	60.8774	53.7589	n.s	n.s	n.s	n.s
ENSMUSG00000034708	GRN	240.974	226.147	262.281	169.103	251.463	253.807	262.758	167.758	n.s	n.s	n.s	n.s
ENSMUSG00000034709	KLRAQ1	25.848	23.964	39.8812	40.1406	20.318	29.639	45.9778	43.5898	n.s	n.s	n.s	n.s
ENSMUSG00000034714	TTYH2	7.247	6.471	15.4801	17.6121	6.721	5.352	13.3943	14.6855	n.s	n.s	n.s	n.s
ENSMUSG00000034723	TMX4	12.085	16.564	16.7884	28.8061	14.698	23.957	26.3458	44.6787	n.s	n.s	up	up
ENSMUSG00000034724	CNOT6L	16.567	17.164	21.2642	34.8277	14.847	14.455	18.3178	28.9624	n.s	n.s	n.s	n.s
ENSMUSG00000034730	BAI1	0	0	0	0	0	0	0	0	n.s	n.s	n.s	n.s
ENSMUSG00000034731	DGKH	2.042	0.731	2.08574	5.11121	1.669	0.312	1.38817	4.0768	n.s	n.s	n.s	n.s
ENSMUSG00000034732	PABPC5	0	0	0	0.0177099	0	0	0	0	n.s	n.s	n.s	n.s
ENSMUSG00000034738	NOSTRIN	2.529	1.891	1.94656	2.20507	3.027	2.446	2.91591	2.50123	n.s	n.s	n.s	n.s
ENSMUSG00000034739	MFRP	0	0	0	0	0.008	0	0.0175858	0.0294516	n.s	n.s	n.s	n.s
ENSMUSG00000034744	NAGK	23.601	27.164	9.91186	7.15526	30.419	25.923	11.013	7.95705	n.s	n.s	n.s	n.s
ENSMUSG00000034748	SIRT6	13.142	16.254	10.2494	8.19379	12.473	14.457	10.431	8.55484	n.s	n.s	n.s	n.s
ENSMUSG00000034751	MAST4	0.001	0	0.583862	1.11357	0.003	0	0.352669	0.668948	n.s	n.s	n.s	n.s
ENSMUSG00000034755	PCDH11X	0	0	0.00785684	0.00956315	0	0	0.0101243	0.0167486	n.s	n.s	n.s	n.s
ENSMUSG00000034757	TMUB2	31.204	37.075	22.2984	19.3642	29.161	37.196	23.5411	19.8587	n.s	n.s	n.s	n.s
ENSMUSG00000034758	TLE6	22.479	32.044	5.02488	3.7204	14.535	21.673	3.29338	2.9608	n.s	dn	n.s	n.s
ENSMUSG00000034761	MAP4K5	3.521	4.002	3.18574	4.51893	3.075	4.162	3.34588	4.51799	n.s	n.s	n.s	n.s
ENSMUSG00000034762	GLIS1	0.067	0.097	0.07423	0.0737156	0.177	0.091	0.0834664	0.0415833	n.s	n.s	n.s	n.s
ENSMUSG00000034765	DUSP5	44.647	41.318	30.2265	24.4902	56.654	45.799	20.2848	18.7093	n.s	n.s	dn	n.s
ENSMUSG00000034768	ASB16	0	0	0	0.01496	0	0	0.0321036	0.0999634	n.s	n.s	n.s	n.s
ENSMUSG00000034771	TLE2	2.781	11.381	0.628178	0.550817	1.225	5.734	0.376728	0.194588	n.s	dn	n.s	n.s
ENSMUSG00000034773	BC030867	14.208	9.179	18.9292	13.302	15.351	11.08	18.1398	13.7011	n.s	n.s	n.s	n.s
ENSMUSG00000034774	DSG1C	0	0	0	0	0	0	0	0	n.s	n.s	n.s	n.s
ENSMUSG00000034777	VAX2	0	0	0	0	0	0	0	0	n.s	n.s	n.s	n.s
ENSMUSG00000034780	B3GALT1	0	0.007	0	0	0	0	0	0	n.s	n.s	n.s	n.s
ENSMUSG00000034781	GNA11	15.976	19.079	10.2813	7.4874	13.414	15.917	9.76582	7.59499	n.s	n.s	n.s	n.s
ENSMUSG00000034783	CD207	0	0.023	0	0	0	0	0	0	n.s	n.s	n.s	n.s
ENSMUSG00000034785	DIO1	0	0	0	0	0	0	0	0	n.s	n.s	n.s	n.s
ENSMUSG00000034786	GPSM3	61.076	49.195	59.356	29.8405	75.079	58.464	63.5106	34.958	n.s	n.s	n.s	n.s
ENSMUSG00000034789	RAB24	36.207	72.545	24.4251	13.8529	42.698	68.003	26.793	14.6906	n.s	n.s	n.s	n.s
ENSMUSG00000034792	GNA15	53.843	46.011	52.1886	52.4682	44.552	43.417	44.9437	46.1293	n.s	n.s	n.s	n.s
ENSMUSG00000034793	G6PC3	85.652	73.837	77.1952	40.6891	95.093	84.54	80.3699	45.3176	n.s	n.s	n.s	n.s
ENSMUSG00000034795	CCDC122	2.308	0.796	0.733311	0.694617	2.995	1.11	1.36755	1.10675	n.s	n.s	n.s	n.s
ENSMUSG00000034796	CPNE7	12.553	74.181	5.74382	5.07943	6.899	46.931	2.89974	2.65671	n.s	dn	dn	dn
ENSMUSG00000034799	UNC13A	0.329	0.584	0.0547647	0.0655427	0.775	0.354	0.0377432	0.104581	n.s	n.s	n.s	n.s
ENSMUSG00000034800	ZFP661	2.755	3.276	1.56932	1.48722	1.771	3.347	1.69543	1.65956	n.s	n.s	n.s	n.s
ENSMUSG00000034801	SOS2	21.03	20.234	20.2302	22.9027	21.433	21.217	23.567	26.5559	n.s	n.s	n.s	n.s
ENSMUSG00000034807	GLT25D1	151.486	150.261	125.782	102.308	163.471	158.19	124.429	95.4939	n.s	n.s	n.s	n.s
ENSMUSG00000034810	SCN7A	0	0	0.00321747	0	0	0	0.0164459	0.0297918	n.s	n.s	n.s	n.s
ENSMUSG00000034813	GRIP1	0	0	0	0	0	0	0	0	n.s	n.s	n.s	n.s
ENSMUSG00000034818	CELF5	0.316	0.711	0.052356	0.0377532	0.461	0.527	0.0546601	0.0261845	n.s	n.s	n.s	n.s
ENSMUSG00000034820	CPSF7	32.985	43.01	34.9051	27.528	30.022	39.625	36.6944	27.7116	n.s	n.s	n.s	n.s
ENSMUSG00000034825	NRIP3	0.12	0.018	0.253007	0.278133	0.231	0.094	0.523084	0.575991	n.s	n.s	n.s	n.s
ENSMUSG00000034826	NUP54	17.429	16.035	21.5965	20.586	18.051	16.688	20.4155	20.4454	n.s	n.s	n.s	n.s
ENSMUSG00000034829	NXNL1	0	0	0	0	0	0	0.0109555	0	n.s	n.s	n.s	n.s
ENSMUSG00000034832	TET3	15.567	13.698	19.1657	35.9456	12.888	12.974	20.2934	38.1816	n.s	n.s	n.s	n.s
ENSMUSG00000034833	TESPA1	75.325	153.475	55.3528	58.547	57.188	96.984	26.9973	29.7944	n.s	n.s	dn	dn
ENSMUSG00000034837	GNAT1	0	0	0	0	0	0	0.00395528	0	n.s	n.s	n.s	n.s
ENSMUSG00000034839	LARP6	0	0	0	0	0	0	0	0	n.s	n.s	n.s	n.s
ENSMUSG00000034842	ART3	0.038	0.059	0.0114887	0	0.042	0.018	0.0415757	0.00674592	n.s	n.s	n.s	n.s
ENSMUSG00000034845	PLVAP	0.56	1.42	0.881823	0.432414	0.283	1.079	0.526133	0.345874	n.s	n.s	n.s	n.s
ENSMUSG00000034848	TTC21B	4.965	3.875	3.39353	5.02791	6.328	3.738	2.96729	4.48969	n.s	n.s	n.s	n.s
ENSMUSG00000034850	TMEM127	17.801	17.206	19.2827	22.0501	17.55	17.012	22.5125	25.7544	n.s	n.s	n.s	n.s
ENSMUSG00000034853	ACOT11	7.463	6.3	6.84816	6.88432	4.554	4.41	6.11407	6.08909	n.s	n.s	n.s	n.s
ENSMUSG00000034854	MFSD12	43.831	35.161	37.0916	39.1764	32.922	41.517	40.6829	41.4376	n.s	n.s	n.s	n.s
ENSMUSG00000034855	CXCL10	0.036	0.046	1.91778	1.348	0.16	0.244	1.54479	0.747884	n.s	n.s	n.s	n.s
ENSMUSG00000034858	BC031353	5.363	6.798	2.95579	4.08189	6.603	5.388	2.95671	4.21474	n.s	n.s	n.s	n.s
ENSMUSG00000034863	ANO8	6.561	6.373	2.90925	2.42862	5.526	4.862	2.59898	2.17871	n.s	n.s	n.s	n.s
ENSMUSG00000034867	ANKRD27	66.398	62.237	48.6469	52.6042	66.062	54.072	48.8157	51.6218	n.s	n.s	n.s	n.s
ENSMUSG00000034868	MYL12B	246.732	278.035	169.487	58.3338	286.916	313.741	194.236	68.583	n.s	n.s	n.s	n.s
ENSMUSG00000034871	FAM151A	0	0.018	0	0	0	0.032	0	0.0183408	n.s	n.s	n.s	n.s
ENSMUSG00000034872	GIPC3	0	0.034	0.078853	0.130777	0.019	0	0	0	n.s	n.s	n.s	n.s
ENSMUSG00000034875	NUDT19	17.056	30.704	15.9336	11.9224	15.786	27.206	17.5017	12.2002	n.s	n.s	n.s	n.s
ENSMUSG00000034881	TBXA2R	0	0	0.265069	0.122252	0.012	0	0.163823	0.0295947	n.s	n.s	n.s	n.s
ENSMUSG00000034883	LRR1	4.026	7.608	7.29046	4.65999	5.389	7.21	7.28907	5.52206	n.s	n.s	n.s	n.s
ENSMUSG00000034889	CACTIN	35.34	22.567	40.4033	21.212	31.76	26.112	39.0988	21.7033	n.s	n.s	n.s	n.s
ENSMUSG00000034891	SNCB	0	0.016	0	0	0.01	0.014	0	0	n.s	n.s	n.s	n.s
ENSMUSG00000034893	COG3	21.496	27.182	18.2714	26.0943	19.866	23.2	17.8222	24.675	n.s	n.s	n.s	n.s
ENSMUSG00000034898	FILIP1	0.023	0.066	0.00483015	0.00364507	0.006	0.022	0.0185894	0.060348	n.s	n.s	n.s	n.s
ENSMUSG00000034902	PIP5K1C	71.221	58.575	50.4374	40.5298	65.26	58.804	54.4217	44.0184	n.s	n.s	n.s	n.s
ENSMUSG00000034903	COBLL1	0.746	1.428	2.328	2.3037	0.356	1.411	1.26666	1.30255	n.s	n.s	n.s	n.s
ENSMUSG00000034906	NCAPH	18.139	9.814	23.4641	22.1067	22.265	13.342	21.2752	19.8581	n.s	n.s	n.s	n.s
ENSMUSG00000034908	SIDT2	45.05	52.321	57.4308	52.0643	59.571	57.622	63.1117	55.8105	n.s	n.s	n.s	n.s
ENSMUSG00000034910	PYGO1	0	0	0	0	0	0	0	0	n.s	n.s	n.s	n.s
ENSMUSG00000034911	USHBP1	0	0.042	0	0	0	0.013	0	0	n.s	n.s	n.s	n.s
ENSMUSG00000034912	MDGA2	0	0	0	0	0.001	0	0	0	n.s	n.s	n.s	n.s
ENSMUSG00000034913	SPERT	0	0	0	0	0	0	0	0	n.s	n.s	n.s	n.s
ENSMUSG00000034917	TJP3	7.724	6.934	2.50755	2.28226	8.532	6.747	3.10224	2.33177	n.s	n.s	n.s	n.s
ENSMUSG00000034918	CDHR2	0.007	0	0	0	0	0	0	0	n.s	n.s	n.s	n.s
ENSMUSG00000034919	TTC22	0	0	0	0	0	0	0	0	n.s	n.s	n.s	n.s
ENSMUSG00000034923	LY6G6F	0	0	0	0	0	0	0	0	n.s	n.s	n.s	n.s
ENSMUSG00000034926	DHCR24	95.873	66.954	138.883	130.79	88.607	89.998	150.614	139.523	n.s	n.s	n.s	n.s
ENSMUSG00000034928	RNF44	51.361	52.975	51.1159	27.5667	55.226	47.605	43.9188	25.5155	n.s	n.s	n.s	n.s
ENSMUSG00000034930	RTKN	1.77	2.136	0.617779	0.468921	0.831	1.867	0.728322	0.593611	n.s	n.s	n.s	n.s
